ngoId,fiscalYear,totalIncome,totalGrant,totalExpense,fulltimeEmployees,fulltimeVolunteers
9c4b3027-76b2-35a3-85dd-e0a5f2659b0f,,,,,31,15
5bce9db2-d374-36e7-a4c7-3a5ca5546553,,,,,32,41
b5ac533f-7643-3866-84d8-24dd0fb62090,,,,,24,9500
88216bd9-568d-3721-8ca3-722dfdac2753,,,,,1,2
830d4be5-a944-34f0-95ef-bc106fd5955e,,,,,57,
e850c6ca-0ed8-3410-a551-d03e9a84ba63,,,,,68,
d886b44b-3a92-3e9a-b0ac-0904e926c4ed,,,,,11,7
d836427e-86e5-36dd-b1c1-af564e595d42,,,,,94,0
33cc25da-a89f-35ef-be7d-5b8a9ea770dd,,,,,44,65
7261dfd0-dcb5-38c9-8041-0b425b2ce782,,,,,5,6
a38fa964-eb9f-314a-bf76-20c215767f4d,,,,,51,2
8ccd736c-340a-3d4d-9c12-86a27f633bcb,,,,,110,
6e1c80b7-05d4-3a90-bd65-8f629da61bf2,,,,,1200,
e29e7cc0-63c2-3c44-a70a-f31b86ad6587,,,,,30,70
94ed6003-9998-3e2a-b7f4-186406abe360,,,,,26,5
69d2add2-d02e-3ac3-a3ac-0f3ffc5c231f,,,,,6,54
62c9bf49-211e-3d89-9cc8-4e1af8ef64eb,,,,,31,100
7515daad-edf0-35bd-923c-26a6cb77cc18,,,,,6,8
dba1a318-6dae-3900-b400-84c0001efbfc,FY 2018-19,,,,21,1
5e7e9a49-9ddd-3a22-abaa-0413d4bcc1b9,FY 2017-18,,,51871292.35,70,37
c6f79144-b2ff-3199-b210-7c414684bd9b,,,,,129,874
2a6309b8-f2c4-3817-ae44-9a2766d797f8,,,,,0,7
4095f99f-0173-3675-a57a-45e3e818a74e,,,,,26,40
0c0158a1-e084-3b79-9d39-f1520c41c470,FY 2018-19,,,300000,22,13
4d429756-d4b6-33e8-b8d6-1d42303e6ecb,FY 2019-20,,,,29,3
2c2b67ac-c850-3f08-bd54-546204ac2ca7,FY 2017-18,,,"25,00,435/-",28,15
a59e1a3d-117d-3b64-a9ab-2eaa257e954f,,,,,15,4
f7656b54-24ab-3d34-b796-875ac4fccb9c,FY 2019-20,,,11.38977,5,5
4188f2b1-b445-3c18-bb65-d24d2a2f2ac7,,,,,13 Project staff,40
73f2ae54-6fad-31b3-b002-0ad3166e77cc,,,,,4,12
085e4280-7e3d-35dd-ad5b-d92ccd40e5fc,,,,,13,1
0189ba37-46b1-3b28-80ab-ead292468546,,,,,49,2
a3d5308c-818e-3c1e-98fe-ad39dd7a0ad5,,,,,22,600
36341a11-e131-3a93-98de-bf31e4ca31c0,,,,,2,160
6a315fc8-843e-3f25-9c89-28cebdf28fa4,,,,,2,40
db9dced4-d89d-3553-a19d-80c33530a8ec,,,,,125,5
22c00997-c30e-3f71-8191-139fb5c86f41,FY 2017-18,,,600000,20,50
efaa3990-612a-3bec-85b6-892e37a0be54,,,,,46,4
d2bc9976-dbe8-3c85-98bb-72e30398bb33,,,,,10,8
5440fe1a-7952-3d8b-ab8c-df000a8a4b75,,,,,27,
8e386a9d-b2b3-30b7-a282-ec1d3fd97013,,,,,13,6
d9507902-3157-38c1-9b9f-d678d98cd286,,,,,42,
9dd144e9-c919-32b7-8272-ef0df858122e,,,,,20,25
26ac936f-02c5-37d8-ada5-db4e9557d52f,,,,,20,
327e24d4-4595-34e6-9ca9-ffd32b87484a,,,,,4,37
e0dd572c-0930-33f0-80a2-0d12d0f8c10c,,,,,11,86
741c39bc-1a19-3b21-8c36-957bb9fafaa4,,,,,4,14
919188d0-4472-3777-96ac-d2fd1f166ee8,,,,,90,
4eb1bd84-bc21-3702-9db5-0335d8ff70dc,,,,,11,
d1f0e503-f5c5-30f6-853c-958bda594b8f,,,,,5,8
f4c2e09c-8b66-3e00-8d7c-3a31bfc6214d,,,,,25,8
cef3fb8b-74be-33d4-8ca2-fe0ed7485d3e,,,,,7,100
f271de0c-7ed4-331f-8c73-bd2b5dc8190a,FY 2017-18,,,585118.5,4,5
cfce4de7-5ec0-3fae-8961-66b69d66fa69,,,,,52,8
7d57bc30-480c-345d-aa6d-d9e678577668,,,,,12,0
83ddb9b6-fd91-3bda-9bc5-3895ec0e3710,,,,,17,5
718e16d7-07f5-3e83-afd1-fd046eeb399a,,,,,9,4
016e54ba-e990-3fc7-9c30-257b0a343fbf,,,,,50,4
7d0c21a2-076c-37c9-9b63-4d7b66bb055b,,,,,291,770
a793d668-a3cc-32f9-93ec-1c66b6168462,,,,,9,3
1a50c35b-fb2d-3261-9855-57a23c9fd3bc,FY 2017-18,,,1960.93,827,179
222ad0a9-2916-380b-8ce1-98a09274d4a6,FY 2017-18,,,1279.22,107,0
17f26538-9c26-3abb-b204-641a49d7282c,FY 2017-18,,,523.71,80,9
504e1c3c-bbad-31e6-b047-d7e1cde322a3,FY 2017-18,,,1098.62,173,0
376ac554-b27d-3af4-9634-3363d365296c,,,,,1559,0
5f5456e3-1fcd-3ea5-9635-08bbbeb2ba82,,,,,162,
e77a641d-936a-3789-b357-270332ee5451,FY 2017-18,,,195.61,54,2
95ac01c9-cb9e-32ba-8644-ebe6be12f758,,,,,75,2
cb7f16c5-c648-3562-a7a1-7099ee0b2df1,FY 2017-18,,,1810.34,256,20
6a68f69e-369c-3de9-83e6-4df21111c9d8,FY 2017-18,,,4285.12,607,5
30e26b4b-8f62-3266-9838-12a360c092f5,,,,,145,
ac020211-fe5f-3b13-95e3-c06e149a4c20,FY 2017-18,,,848.7,109,
678a4626-5508-30cd-be71-ab6ec48abe70,FY 2018-19,,,1344.03,542,0
fb2d2e13-972d-30ad-8206-b605072a1d21,FY 2017-18,,,220.75,34,0
de84f26c-2f7a-3fbb-8dc5-4ecca3174206,FY 2017-18,,,184.12,27,
6cbdd927-e921-3785-9eb3-8ade807d55d8,FY 2017-18,,,243.33,62,0
23522336-b588-3b4d-bee4-f1f9b48837cd,FY 2017-18,,,670.74,120,0
1c8f9fd8-698d-360d-b1af-8c17f055da03,FY 2017-18,,,301.32,55,
53b1102e-a4c2-3934-8ceb-21d6c33a337b,,,,,116,
ee4409a4-85a4-3dba-8df5-fd14baaecce4,FY 2017-18,,,438.07,66,6
aaf275cd-1b9a-3569-84f5-bc7672d1ada1,FY 2017-18,,,226.53,40,0
0f85278b-112c-3a63-ac94-1c5b25dc304d,FY 2017-18,,,121.24,33,4
5c8b9e91-201b-3932-b54a-28899297c54e,FY 2017-18,,,723.59,86,200
181441ee-a4b7-35e5-a52d-da6f09bfd2a9,FY 2017-18,,,383.63,21,20
36255a8d-2585-3f34-b4d0-375f3db6c527,FY 2017-18,,,2399.08,200,300
ebf93290-dcc4-362e-b0dd-aba29d5b3bce,FY 2017-18,,,1828.23,393,1480
2360ec52-6793-3b2e-a4d3-f47d357b37b1,FY 2017-18,,,5.55,1,0
1f0cd45c-fb87-3e39-91d4-fe396a882fae,FY 2017-18,,,1324.07,121,86
a96218ce-f84f-33b5-9fcf-3972620a6573,FY 2016-17,,,101.75,21,10
a215e07b-b932-31f4-ae2d-dad48d170f12,FY 2017-18,,,947.77,286,
304fd043-893a-38db-9d2b-d7505c806456,FY 2017-18,,,75.31,19,
0c7f0442-9d66-3942-9a7c-f1612e525930,,,,,651,0
22487abf-5dae-3e75-b78e-77269a8efd32,FY 2017-18,,,718.89,134,453
3aa014bb-b8d2-3f3c-b6bd-5835904dac75,FY 2017-18,,,203.79,59,13
d9f7be57-c0f5-32ff-80a5-3376d7bf5d9b,FY 2016-17,,,1440.68,1187,250
ebe7086c-baa2-330e-a820-1e9963e867ae,FY 2017-18,,,838.87,415,3
4dcfe4f5-0324-32bb-83be-09c8c7def3da,FY 2017-18,,,111.39,35,500
2eed8916-a0b2-350c-847e-57c6a6ecf7cd,,,,,31,1
e510580f-994b-3282-9ae3-ac4aa06e6600,,,,239.64,52,40
d0e08777-5f6f-387d-84d4-f53ec3114c26,FY 2017-18,,,78.05,7,416
4b6eda14-72ef-3df5-8ab0-5f98350883dd,FY 2017-18,,,187.52,23,0
4cf3bb23-9d0e-362f-90bf-40d794bef2e7,FY 2016-17,,,37.55,25,20
2ce25eea-0e87-3d45-97cb-b1dcf6a2eae0,FY 2017-18,,,1558.54,137,0
09efccfc-c3d2-33a1-b315-203a68da0e26,FY 2017-18,,,1389.17,120,
bd4edaf5-91ca-3d55-afc3-392a92f2d814,FY 2017-18,,,911.05,94,450
6cbc2680-5638-3661-a4c7-40410c6ff173,FY 2017-18,,,1240.78,110,80
193a2e7b-9125-3a24-a56c-6713a050637d,FY 2017-18,,,2967.37,1045,20
8a13aa9b-6dc2-3ac2-9d8d-295c11173bb2,FY 2018-19,,,57.74,13,1
db8b0898-262f-3332-b791-1d947be7ab49,FY 2017-18,,,489.41,60,0
b9495bf3-dbb8-3a74-9d26-f34839f4a211,FY 2017-18,,,71.06,20,50
31a16f5a-61d1-3578-b216-b472326537b0,FY 2017-18,,,489.85,63,30
38ab23f3-634f-33dc-a53f-715436d1b7b9,FY 2017-18,,,507.77,38,3
8ccfaa2a-94d3-338c-9959-cc8f3948c7fb,,,,70.9,15,150
6b099b69-6ca3-357c-a990-22fced692f6c,FY 2017-18,,,1280.14,101,20
8f265bcd-bb2a-32be-b3ac-46d827e82465,FY 2017-18,,,1448.77,450,4
eaa213b7-5410-3ad8-bc9e-de56f6f9c5dc,FY 2016-17,,,1200,82,
8fd59935-940a-3b0c-a728-7d73689ec1a3,FY 2017-18,,,280.4,25,0
2cfb1161-07be-338f-8392-7bb734d9ef07,FY 2017-18,,,2450,25,478
3383bc01-40ea-31b4-a6fd-bad486f6eac2,FY 2017-18,,,5250.35,1688,11987
89f2dee5-f598-3247-8c36-7b797ec1eb1e,FY 2017-18,,,955.41,84,
747f94b8-d188-3ebb-9312-bb028837d5cf,FY 2017-18,,,5098.83,162,
d01de19e-94ce-3bfa-bfcd-53e67c8bf9e6,FY 2017-18,,,5576.42,5132,24450
038001e9-8d15-3685-8724-8997f4807075,FY 2017-18,,,310.48,19,
f6471708-507c-3bc9-a9a1-d89ca85212d6,FY 2016-17,,,991.44,1140,33
28e467f4-8dcf-3770-9bef-21f693c30773,FY 2017-18,,,487.9,,
d8c48e7d-432e-3120-b882-aad2d5f358c6,FY 2016-17,,,174.57,16,
73a6aa37-751f-38c4-9b68-d2cf4d04714a,FY 2017-18,,,377.15952,51,0
15053c35-2ac3-3b38-a1eb-0d95e7fc33d8,,,,,216,38
8c74e14f-4a36-3975-9555-173c1f3341ab,FY 2017-18,,,26.39,50,1
d129c35e-4d84-3a0b-8ac0-bff1a44bf30a,,,,,44,10
9cae0a95-8fa9-3ebd-8cc7-a376e6dbffe0,FY 2017-18,,,23.58,13,3
7ddfc6e2-54c3-3e12-8cba-94ea0f3e8133,FY 2016-17,,,938.89,130,
480f03ad-393a-3e43-b07b-189f9542f8f3,,,,,761,0
76bfb710-7d12-37b8-8209-e023eaf26023,FY 2017-18,,,27.36,2,2
d0ee431e-0677-3c01-abb5-c847d08ce985,FY 2017-18,,,101.31,19,1
dfcfc614-190c-336f-997d-169bc8fca7a4,FY 2016-17,,,2824.07,,
4cb9e414-101d-385f-9868-bcf25f927eb2,FY 2017-18,,,512.87,160,40
560ce8df-ffe1-3c92-8328-9d25b16bf730,FY 2016-17,,,145.2,30,
9b2fc83c-ecb5-3ef7-a9c0-dc9ee3a77480,FY 2017-18,,,8333.25,1600,10000
99891fa9-cb27-34f7-8776-6d53c2fced8c,FY 2017-18,,,146.75,25,
a7f478a3-ccee-383b-985a-d405bff58e3b,FY 2017-18,,,5.85,2,50
fac1ab06-f27f-358c-94d4-991ba05987fc,FY 2016-17,,,818.38,189,
22c926fb-91e7-372a-8aa9-022b0ccbad4f,FY 2017-18,,,930.2,90,
db3c7471-50ab-31d3-b358-45314cd53286,FY 2016-17,,,866.25,,
2d9ae2c3-a285-332e-90a9-0442d367a110,FY 2017-18,,,219.29,39,1
6df75c96-8a33-3d64-a0a0-e2fcd62ab476,FY 2016-17,,,71.68,9,
faecba7e-d73e-315f-bd50-7ef28add13a8,FY 2017-18,,,275.92,91,34
a9ae8220-f5eb-3ba3-98c9-1b492dae1a70,,,,35.82,11,2
5b5a5ee2-adec-3207-91ab-b298a8a4760f,FY 2017-18,,,112.24,45,1
f4cec087-8025-39ee-92e8-f1614a44595a,FY 2016-17,,,3.7,11,
cbf43abd-1698-38b2-99fc-0e800a04cc93,FY 2017-18,,,436.37,150,0
096c31de-a752-3ca4-bdd9-178a7edf2ed3,FY 2016-17,,,293.77,93,10
325b447f-1dc9-3e01-ac28-7c4102ad71f5,FY 2016-17,,,695.02,65,0
47db1c8c-b5be-375b-8e72-be3b48fc2a6d,FY 2017-18,,,142.39,52,41
dd9f00c5-0acd-3524-b3cb-ca4c2ca6c346,FY 2016-17,,,36.48,,
60fc2302-a70f-399b-b39a-746b30c9dc94,FY 2017-18,,,34.68,13,0
b266fc9c-0729-32c7-bded-4ba6619f4515,FY 2017-18,,,683.83,43,0
83d80131-6ee2-3b52-a32c-bf5238637e3f,FY 2017-18,,,131.06,24,0
6d2bcd28-6cc2-3fc2-bb7e-0aa29f3f0be2,FY 2017-18,,,203.15,45,2
87a844f6-55f3-3048-8a8e-4b1b5f96d87f,FY 2016-17,,,865.88,200,
40a6fd32-4acc-306b-995b-94dc36dc7ed9,FY 2016-17,,,567,70,2
04b99579-0dcb-382e-9f65-29d17d5e7790,FY 2017-18,,,89.76,38,27
a71d1ff4-462a-3004-b6e6-23f133216599,FY 2017-18,,,892.17,67,2
fbcc30ac-4625-3838-b553-44019512ff98,,,,10.9372,7,0
7c993d0e-409d-3369-a331-80542a316de4,FY 2017-18,,,1260.26,949,100
3340bf32-ef62-3567-a7d5-ffcdef15c247,FY 2017-18,,,800.96,90,
76d91ee1-ea8c-3575-a835-c5d7de8f28f4,FY 2017-18,,,375.35,141,10
b4361942-fd1f-330a-a371-f43d28b5d33e,FY 2017-18,,,10.01,1,2
9348335e-63b0-3105-9f52-16a501d48b06,FY 2017-18,,,617.4,130,
62f9e350-d138-3055-bbc8-caf498c34e28,FY 2017-18,,,1653.05,117,0
f634aea0-a6d7-3c14-b357-ea0fad78814e,FY 2016-17,,,485.63,33,500
f74f98d6-e56c-34e7-bb9b-8118c2d99cdc,FY 2017-18,,,22.09,10,4
06a82482-f010-32c7-80e2-b7b864437bc5,FY 2016-17,,,298.67,88,7
d5a6b57b-7551-3d35-9aa8-1acd4a2cccbf,FY 2017-18,,,250.98,128,0
